,Zip7,Similiarity7,Prediction7,Zip8,Similiarity8,Prediction8,Zip9,Similiarity9,Prediction9
85631,76849.0,0.999996317444478,262599.3177136972,79235,0.9999993933499913,52893.8138635736,79357.0,0.9999987554868585,80633.18584070796
85632,75550.0,0.999664234069566,3622.9116945107394,79547,0.9999971184641674,2953.307392996109,77836.0,0.9999992936907006,15758.309765430045
85634,79316.0,0.9999921594812694,50197.3370981755,75115,0.9999999963173875,58752.53164556962,78240.0,0.9998656811858581,64208.91559434432
85635,78217.0,0.999999840360633,982299.9733751442,78232,0.9999999983354494,526937.2864876229,76116.0,0.9999808012772231,373340.3984815923
85637,76649.0,0.9994419288188439,24349.50071326676,77613,0.9999992754507983,35080.15267175572,76087.0,0.9999980197179592,10605.957826620552
85638,79248.0,0.9999600957830733,27614.424410540913,77455,0.99999981575506,37343.534057255674,79227.0,0.9999993661996635,26017.1939477304
85641,76208.0,0.9999998878018693,71078.08038187785,79602,0.9999999943715836,277691.8820493611,75126.0,0.9999857529590843,248680.9368294466
85643,76273.0,0.9999995654803631,47232.77447268794,75708,0.9999999358150906,177786.69736671424,79070.0,0.9999994801984777,130466.34096042423
85645,77983.0,0.9999898943532086,42779.66822628668,78409,0.9999972200512356,17991.218441273326,79041.0,0.9999990734099082,4890.590809628008
85648,75142.0,0.9999999170244402,333035.3117313656,77037,0.9999999751267304,263488.1724723026,75211.0,0.999997628793836,95975.68041237112
85650,76354.0,0.9999985045201857,91993.31402565163,76302,0.9999999830957469,265445.18761384336,75209.0,0.9999961576958959,514915.8727874515
85653,76082.0,0.9999998554492346,245802.03826955074,75142,0.9999999780627779,287670.82397604536,77536.0,0.9999832534123135,456895.8616325018
85658,78163.0,0.9999943348413045,171678.59478650845,78957,0.9999999692482614,190251.4930182599,75409.0,0.9999887484898881,85593.6295503212
85701,75459.0,0.9999919843597503,48728.25043211062,78257,0.9999995618642902,259149.89356476176,78154.0,0.9999998699820614,114408.29394406288
85704,75482.0,0.9999998087991829,584570.5991452303,79605,0.9999999957022684,803554.5463736857,77380.0,0.9999435906012296,511571.79386309994
85705,78228.0,0.9999999817079057,758168.9214538808,78249,0.9999999928597567,510699.201573914,77701.0,0.9999839220659837,1580250.6545096852
85706,75243.0,0.9999999858736605,230212.03647416414,77045,0.9999999992896432,350774.9917287014,78220.0,0.9999894593450844,547216.2656686271
85708,76233.0,0.9999082228230545,47988.53868194843,78606,0.9999980969965171,87329.71902017291,77840.0,0.9997511929828847,14769.887553835068
85710,78223.0,0.9999999033392114,1212180.7949813819,76179,0.9999999990304025,433602.34948604996,77566.0,0.9999735874066272,1218426.4529058116
85711,78552.0,0.9999999567676074,175282.9161451815,78108,0.9999999950978802,294736.8796198522,76133.0,0.9999371051826332,420513.2364470228
85712,79930.0,0.9999999643928403,63370.498517158594,77708,0.9999999988779729,548438.0900065104,78418.0,0.9999982238477966,810040.4113110539
85713,79927.0,0.9999999696534105,80586.75477382052,77045,0.9999999988802676,290182.5186104218,79932.0,0.9999882751685313,137262.16087493385
85714,76306.0,0.9999999372213815,138914.26915689782,77587,0.9999999543612657,229658.07052837108,79838.0,0.9999998740031001,24038.249739544575
85715,77510.0,0.9999996276190378,233886.44578313254,76528,0.9999999856629972,391563.9873114675,79109.0,0.9999734472763718,365457.3635520572
85716,75241.0,0.9999999669443628,183004.1227294374,76053,0.9999999975750054,280253.87182255375,77385.0,0.9999907793304437,430604.6908134702
85718,76712.0,0.9999996141467298,424180.50887573964,76712,0.999999990957441,424180.50887573964,76021.0,0.9999743369094256,378280.1799292538
85719,79763.0,0.9999998313911571,1040728.7806448152,77581,0.9999999988517806,877147.2587926509,76006.0,0.9999624753087493,506400.48368373537
85730,75703.0,0.9999999785248365,536208.2925516296,77539,0.9999999980961832,639718.4617551106,76116.0,0.9999985789969388,434288.7133704232
85735,76567.0,0.9999991962555662,100299.20861727852,76905,0.9999999883419273,42007.174956203824,78621.0,0.9999814477216641,203612.56906697812
85736,75656.0,0.9999975869287769,16294.283851336664,75226,0.9999994644524792,66779.12317327767,79720.0,0.9999923897366398,182330.31988873435
85737,77510.0,0.9999993406075337,291816.7168674699,77586,0.999999990823372,285480.9395004959,75201.0,0.9999428987745539,134614.94896279223
85739,78633.0,0.9999950623046568,45574.230598131595,75402,0.9999999980286541,357892.15049317817,75501.0,0.9999972914581344,133228.94766334194
85741,75238.0,0.9999999683986084,440626.9865794178,78232,0.9999999999845683,551656.5998318179,78232.0,0.9999996734499328,551656.5998318179
85742,76087.0,0.99999994442938,217030.36929599463,77904,0.9999999955407405,671797.4537540806,78209.0,0.9999574350504463,381271.20220962353
85743,77018.0,0.9999999209815494,353280.77512200334,78418,0.9999999982351049,720187.5578406169,78418.0,0.9999796773221771,720187.5578406169
85745,77590.0,0.9999999634868901,730352.8101273967,78216,0.999999997153124,1081709.9739291458,79843.0,0.9999914133795942,330765.88337684947
85746,78233.0,0.9999999952000956,729009.2201257861,77092,0.9999999981956635,381134.99974009773,78203.0,0.999988351847217,237849.2874845105
85747,75181.0,0.999999877109283,29996.41148325359,77707,0.9999999926923198,1009421.1819093238,78641.0,0.9999999524641084,255273.72661511597
85748,75647.0,0.9999990798944094,155799.54249939803,75601,0.9999999751767414,328020.1471489884,76210.0,0.9999775230109844,49908.00108981927
85749,77713.0,0.9999982141359528,464681.9886126926,75672,0.999999972249939,59885.48486340143,76935.0,0.9999744100305336,121158.41013824886
85750,78654.0,0.9999996500742422,468938.6115318044,76226,0.999999986113567,98135.17993369813,79124.0,0.9999238493515406,433061.00917431194
85755,76273.0,0.999996104449405,92545.05137912385,78737,0.9999999928298062,245006.80143585868,75672.0,0.9999928160194456,50558.62047747969
85756,77055.0,0.9999999401209739,429603.17645490303,77091,0.9999999994839555,301844.8095106223,78801.0,0.9999919515501567,954882.390774508
85757,75235.0,0.9999998117477696,167127.55134617432,78220,0.9999998901591776,189286.85320501396,79752.0,0.9999691043201957,467383.7444399515
85901,79935.0,0.99999981907085,32199.053176263347,78734,0.9999999933903562,221579.90866360432,75840.0,0.9999930888205654,335991.690647482
85911,75852.0,0.9999546561804293,938.0241358150951,75240,0.9999990809152847,21543.917488789237,75240.0,0.9050295700179083,21543.917488789237
85920,78938.0,0.9977681588668093,20401.3353115727,78402,0.9999550222043495,61345.58823529412,76655.0,0.9999991771479733,1956.1547479484173
85924,78164.0,0.9999641526525259,225834.64566929132,78113,0.9999996293778004,94590.19812304484,75449.0,0.9999737881960225,19776.280323450137
85925,75567.0,0.9999947797925679,2852.629551146215,76259,0.9999998359331455,8075.255623721881,76671.0,0.9999992814973101,99160.71428571429
85929,75440.0,0.9999987882094364,131736.89727463314,79121,0.9999999388365056,52744.6065025828,75114.0,0.9999997255668737,20311.129848229342
85930,78215.0,0.9998826276419187,20454.2069992554,76115,0.9999976119811377,15140.004881620698,77545.0,0.9718907046759271,6618.109921712733
85933,77482.0,0.9999395569661019,112260.77396657871,75980,0.9999996941362992,47344.00000000001,79504.0,0.9999992552495158,36596.6107063668
85935,79536.0,0.9999933588250137,61375.65861092968,75656,0.9999999663595623,16180.178222125624,78642.0,0.9999989591923694,163971.03815279153
85936,76272.0,0.9999969500868806,64783.83458646617,76537,0.9999999437377066,284738.8742125584,79529.0,0.9999991862942774,55761.97387518143
85937,78957.0,0.9999993304868126,139389.5381310419,75758,0.9999999084744541,240414.51851851854,75551.0,0.9999999962467778,119454.12257292721
85938,76878.0,0.9999886410348006,35096.875,76554,0.9999989742689261,43789.0590809628,79329.0,0.9999965883854125,9524.253731343284
85939,76365.0,0.9999974853923563,21194.880546075085,76579,0.9999999480794151,36087.32876712329,77510.0,0.9999893107661201,57765.81325301205
85940,79526.0,0.9997761970102389,8140.119760479041,76427,0.9999781524320102,34237.02252693438,75554.0,0.999999503532366,6993.351800554016
85941,78214.0,0.9999967925392524,175210.56394879485,75115,0.9999999486387002,100545.75863451515,77031.0,0.9999776782940316,105475.55949479282
86001,77338.0,0.9999999149185722,982606.7112929218,76210,0.9999999941164027,126181.90900009082,78161.0,0.9999834384349826,2141035.0318471338
86004,77365.0,0.9999999529473453,411565.9173406355,79707,0.9999999968838181,1004142.9317467328,78606.0,0.9999942687951928,754744.0201729106
86011,79102.0,0.9999696495836046,156986.55852284582,76657,0.999999917774479,152009.87271033842,77380.0,0.9999976042191882,136295.79071597167
86018,76649.0,0.9992324310761991,16300.998573466475,76228,0.9999843226600916,9414.800389483935,75556.0,0.9999850302894845,3367.816091954023
86020,78562.0,0.9999237360645603,3779.2144425469623,75237,0.9999999901375886,10457.092880019709,79835.0,0.9999943385842773,1121.9264892268695
86021,76102.0,0.9999971164338216,60004.59043150056,75572,0.9999995420322654,126721.41190198367,75560.0,1.0,218057.69230769228
86022,79357.0,0.9999910012557957,47894.24778761061,76648,0.9999992616572041,34390.658942795075,75554.0,0.9999999427244161,15909.695290858725
86023,79355.0,0.9999054806989778,34875.59555320275,76665,0.9999971650430842,41764.2767819925,75454.0,0.9999676548133781,19075.053934370386
86024,78072.0,0.99878231419838,97524.13366336634,78944,0.9999309014789584,14596.928982725529,76453.0,0.9999998966641532,8621.96020633751
86025,79731.0,0.9999983364462558,104878.87560310467,78231,0.999999890849979,121476.68283449663,78634.0,0.9999541799268679,49981.05475310715
86030,75974.0,0.9998800873992914,11534.853620955317,77469,0.9999999946388416,20863.44867260408,76002.0,0.9998670187447931,12386.026415816676
86031,75426.0,0.9998228134592894,11472.13809812235,77449,0.9999999929845825,8687.602765007885,79035.0,0.999999842854507,2244.480784955029
86032,78650.0,0.9999606923346172,25057.486470234515,76693,0.9999988041009943,7832.917705735661,77510.0,0.9999997061124266,19131.927710843374
86033,78839.0,0.9999966880404846,33912.009512485136,75034,0.9999999934272782,114894.33934747281,75428.0,0.9998915824412767,46798.46324754675
86034,79521.0,0.9999512432397919,35209.486166007904,76106,0.9999999530370872,25450.436024274568,77080.0,0.9992799931421359,18869.27844081901
86035,75426.0,0.9998969361021388,12920.260448213205,77072,0.9999998442880654,13399.71606447669,77072.0,0.9260146435219855,13399.71606447669
86036,,,,76649,0.9999363078327937,7399.429386590585,76556.0,0.9999995168027459,2694.2622950819673
86039,75929.0,0.999873475096852,21576.935483870966,77489,0.9999999658206518,12668.047626814548,77545.0,0.9789101728377809,6015.565585556798
86040,75706.0,0.9999992750705814,191533.38098641887,77304,0.9999999982440666,148789.96235884566,76302.0,0.9999842649644748,188561.48633879784
86042,79226.0,0.9999487796322817,71304.98820357263,75094,0.9999998879493899,12256.61341299736,75094.0,0.999430051012124,12256.61341299736
86043,78361.0,0.9999669089831613,41762.55366809782,75115,0.999999843329191,25319.783492754454,75063.0,0.7692358395047078,22609.498996951777
86044,79838.0,0.9999821954352952,6068.909063848787,75115,0.9999999016927036,33982.779655192164,77077.0,0.9997716450259364,35005.24265457001
86045,78580.0,0.9999990978932998,57822.35829485378,75115,0.9999999483512026,108952.07342917693,76155.0,0.998555214338613,65054.02722631878
86046,78947.0,0.9999967926370784,37260.586319218244,76458,0.9999998916840246,82936.07305936073,76078.0,0.9999975520300743,84899.18965849894
86047,78076.0,0.9999999321286739,66135.88850174216,78244,0.9999999975445545,84899.88242210464,77502.0,0.9999998128451587,75962.2131147541
86053,79521.0,0.9999792325054391,41004.94071146245,77489,0.9999998952859984,25388.098733213723,75240.0,0.9514900364797089,22934.45381165919
86054,79521.0,0.9997994949248785,27666.99604743083,75034,0.9999999895384089,26540.10896287345,79079.0,0.9999986922125118,42152.44807121662
86301,75771.0,0.9999991483479226,257425.51475472056,75965,0.9999999902762711,290097.32603264047,76305.0,0.9999902281346568,83103.1894934334
86303,78654.0,0.9999979469074702,337654.39744699263,76082,0.9999999582345298,261159.9833610649,77856.0,0.999998816100247,197242.40619416317
86305,78578.0,0.9999978660689924,156944.65762769678,76082,0.9999999935949171,269041.231281198,75020.0,0.9999973990680253,189312.722123247
86314,75703.0,0.9999999262931425,521682.40921992756,77354,0.9999999981559596,509251.236631016,79602.0,0.999993799622431,411250.67007949395
86315,77659.0,0.9999908993054267,248387.27234222787,75783,0.9999998883081306,115994.43048022226,76935.0,0.9999829909867731,48353.11059907834
86320,77871.0,0.9999540810788046,27327.10280373832,79086,0.999996203265345,17177.398160315373,79529.0,0.9999973031541224,25462.98984034833
86321,78659.0,0.9999535812228574,17902.853954081635,77455,0.9999977627446432,39219.151036525174,76454.0,0.9999999776222304,10723.076923076924
86322,75494.0,0.9999995047616346,77791.3301782298,78121,0.999999981653942,256089.42322803708,75167.0,0.99999995340058,25398.360964581763
86323,75773.0,0.999999536224115,103282.08401021118,77318,0.9999999987347834,306510.28373388614,75490.0,0.9999983501141928,135112.54689453938
86324,75497.0,0.99997576088088,33709.34449093445,75925,0.9999999057690422,105293.97414003416,75422.0,0.9999989833905151,11720.298710115412
86325,78636.0,0.9999909844494804,96500.77279752704,77659,0.999999803370726,171862.77001270646,76627.0,0.9999997732961815,72059.55334987593
86326,78382.0,0.99999978168411,641246.1531318196,76033,0.9999999965718888,546429.1226677253,78611.0,0.9999985896476773,761418.623232944
86327,78003.0,0.9999951824569441,269565.0033489618,75956,0.99999991119538,109192.17742880581,76636.0,0.9999937485518224,57569.92481203007
86329,79097.0,0.9998937455024596,30376.084860173578,75550,0.9999749288810513,5369.928400954654,77354.0,0.9999965997917345,15077.707219251337
86331,78938.0,0.9993079467694506,34398.367952522254,78944,0.9999620263604554,13000.0,76621.0,0.9999999856289529,7467.475192943771
86332,78609.0,0.9999285050201808,60477.41273100616,76945,0.9999955788898088,29633.879781420765,76044.0,0.9999999656661431,16967.333508818112
86333,75638.0,0.9999994034982544,65153.190589031816,75763,0.9999999639208009,52364.50843143494,78676.0,0.9999989097758569,116677.16725871061
86334,77659.0,0.9999979866434442,157768.72088098264,76537,0.9999999606834662,305338.3458646616,79521.0,0.999993778984947,81421.93675889328
86335,75473.0,0.9999930725000654,7955.143078112917,76448,0.9999998573021556,168299.35872894333,77830.0,0.999999974835559,101769.61130742049
86336,75789.0,0.9999943349522451,43651.7797626983,78957,0.9999999733106142,208256.1976369495,76109.0,0.9999944705387225,56261.225944404854
86337,76556.0,0.9998109769641413,8204.332552693208,79511,0.9999952997907863,15211.267605633802,75167.0,0.9999988516389262,2632.347400150716
86351,78657.0,0.9999967261546294,135701.34628493525,75763,0.9999999762859536,52170.82405345212,79226.0,0.9999947258483315,222197.03404111895
86401,76240.0,0.999999793983641,343021.006157136,76049,0.9999999901866679,503411.81110832223,78957.0,0.9999936008272124,443314.65091299673
86403,75686.0,0.9999997229593262,104055.72162182878,75835,0.9999999917941724,278524.73910655436,78133.0,0.9999992972966799,330281.87361419067
86404,76450.0,0.9999985329331522,283041.3659293752,78737,0.9999999910783461,258651.17450721076,76227.0,0.9999968441017953,189576.13789843328
86406,78624.0,0.9999991576194067,387365.99114676996,75965,0.9999999888154789,302514.9114879592,75559.0,0.9999969934556043,191155.00376222722
86409,78332.0,0.9999995461623259,781321.3644774973,76049,0.9999999928064208,561229.4453010147,79046.0,0.9999999408968423,1551232.075471698
86411,78938.0,0.9865347405283803,12412.462908011868,76364,0.9930608552219621,14461.538461538461,75491.0,0.9999993093728933,998.9373007438895
86413,75935.0,0.9999960471362177,281316.19491221785,75773,0.9999999468002821,87055.38794770635,75840.0,0.9999916738203358,239140.64748201438
86426,77510.0,0.9999982838366667,193018.6746987952,75654,0.9999999911688034,121384.17757541264,75831.0,0.9999914458980874,323054.50748346676
86429,75783.0,0.9999953927373303,117164.8630771266,76642,0.999999999481209,89039.743772242,76227.0,0.9999980699150076,85744.21258779039
86432,75426.0,0.9999703020557112,23195.03331314355,76849,0.9999999887207823,261257.72399588054,76527.0,0.9999997367153072,83787.95676788472
86434,78959.0,0.9999133167443599,21809.868099658037,78945,0.9999999912120073,56576.13535173642,75009.0,0.9999988743335496,4318.272236430804
86438,78830.0,0.9993663650241039,23114.18685121107,77613,0.9999708605816131,26770.99236641221,78152.0,0.9999999436470073,25108.120649651974
86440,78003.0,0.9999960581272573,203011.65438714,75603,0.9999999399126126,147926.7376966007,75835.0,0.9999995251503011,116823.17832295863
86441,76531.0,0.9998257901532784,39475.38860103627,79101,0.9999998186558856,246807.78032036612,77430.0,0.9999975460445358,23256.94783032667
86442,77662.0,0.9999996672553266,656176.4984466167,77389,0.9999999968226098,114645.48505473137,76559.0,0.9999977362114593,397025.6595590893
86502,76844.0,0.9998024412029719,14326.431836515192,79103,0.9999999542132308,35277.1875,79411.0,0.9999906747552753,13127.641246516341
86503,78584.0,0.9999985799006272,53185.56005757851,75115,0.999999976259541,105908.56578269087,78233.0,0.9999770146616764,191968.71698113208
86504,78559.0,0.9999913665642465,26158.438667620638,75115,0.9999999920826387,64179.50913568933,77954.0,0.9999906761778531,215610.92118146215
86505,78801.0,0.999988623882986,183680.53800324968,77489,0.9999999558726033,81957.48382536834,77489.0,0.9997877281886642,81957.48382536834
86506,79521.0,0.9994381375894282,20292.490118577076,77545,0.9999999355879983,5966.176705544017,77545.0,0.9849546744714465,5966.176705544017
86507,78361.0,0.9999322087847239,37513.72036587642,75115,0.9999999020371989,22743.802623288848,78959.0,0.9999252141760656,34421.29946262824
86508,78873.0,0.9990443083187374,78368.28125,77506,0.9999999993121536,6886.667903328386,75241.0,0.9999999894583199,4831.675624192122
86510,78355.0,0.999995543172434,64865.23464222191,77083,0.9999999858813148,24141.43852004836,77083.0,0.9704224631242837,24141.43852004836
86511,79838.0,0.9999579705445683,5959.22012204197,77077,0.999999992448817,34372.56090170888,75001.0,0.9972102377059359,44276.66415817199
86512,75939.0,0.9999543689952003,17759.101032597693,77041,0.9999998116743338,24272.088092276375,76155.0,0.9983415688882866,14417.526942711289
86514,79845.0,0.9999428293499348,13712.852664576803,77051,0.9999999979137962,17385.94922273573,77067.0,0.9999575718874649,17307.41437486936
86515,77465.0,0.9999933340955599,62264.78882927501,77055,0.9999999875254245,51732.75892718264,77031.0,0.9996253070056759,47438.998448925326
86520,79521.0,0.9999376774781494,31614.624505928852,77489,0.9999999252842914,19574.109715652696,75240.0,0.9025828863427588,17682.36053811659
86535,75980.0,0.9997427225818014,22176.0,75115,0.9999998285545567,11550.661549916947,,,
86538,78832.0,0.9999263112161131,7446.984301845222,76028,0.9999999753127474,32418.59084703508,75225.0,0.9999838697086639,11476.26112759644
86540,75980.0,0.9996562690246363,18339.2,75115,0.9999998691337314,9552.213757947191,75240.0,0.9025828863427587,9790.127354260088
86544,78341.0,0.9997110928806406,14515.714285714286,77346,0.9999999951490455,12814.24730757674,76578.0,0.9999990668590804,18260.90014064698
86545,79521.0,0.9997868631526554,24122.529644268776,75115,0.9999998285545567,13164.087290222807,,,
86547,75980.0,0.999723457975451,20856.0,75115,0.9999998285545566,10863.1221719457,,,
86556,78140.0,0.9999231193973545,38743.04068522484,77447,0.9999999827226131,16652.81385281385,76706.0,0.9999902581317517,36675.0
87305,78593.0,0.9999637494254271,4009.7644749754663,78239,0.9999999924059845,27154.973037747153,78881.0,0.9999999881790209,146957.34597156398
87327,75460.0,0.9999942678805361,168537.7710789166,75115,0.9999999437708326,87134.1571682227,77477.0,0.9996541173421699,102868.7452615618
87328,75572.0,0.9999893755028145,53573.605600933486,77051,0.9999999733919376,17004.39949582858,75240.0,0.9994054679873287,25123.608968609864
