Zip,Similiarity1,Similiarity2,Similiarity3,Similiarity4,Similiarity5,Similiarity6,Similiarity7,Similiarity8,Similiarity9,Prediction1,Prediction2,Prediction3,Prediction4,Prediction5,Prediction6,Prediction7,Prediction8,Prediction9, MIN , MAX , Weight Avg , AVG , Median , STD , Upper Bound , Lower Bound ,Summary, Demograph , All , House , Education , Age ,
85248,0.967591082,0.999991996,1,0.999999997,0.999999553,1,0.999999718,0.999999985,0.99993952,246419.3066,1117189.296,683803.1643,823331.111,660200.9394,293896.2137,660200.9394,418151.8041,352770.0305,246419.3066,1117189.296,585216.9575,583995.8672,660200.9394,267132.4885,1385393.333,0,,,,,,,
85249,0.979692969,0.999986451,0.999999998,0.999999998,0.999999968,1,0.999999904,0.999999992,0.999972381,228910.5814,707291.5547,304091.242,605599.6347,591249.0251,235139.1297,543070.8547,314579.0415,273225.0834,228910.5814,707291.5547,423010.8908,422572.9053,314579.0415,175808.2128,949997.5437,0,,,,,,,
85250,0.98520727,0.99998987,0.999999997,0.999999969,0.999999715,1,0.999999912,0.999999988,0.999959477,298132.5534,72760.39692,116247.9078,551855.9222,68664.3498,49065.12381,351707.3946,444777.5272,327775.4321,49065.12381,551855.9222,253369.2538,253442.9564,298132.5534,173275.5332,773269.5559,0,,,,,,,
85251,0.984737319,0.999986624,1,0.999999999,0.999999953,1,0.999999963,0.999999999,0.99998777,215464.5545,519940.5587,423213.4258,425711.3354,275145.7082,555353.7411,726234.106,817927.9679,544419.1511,215464.5545,817927.9679,500862.8562,500378.9498,519940.5587,182765.2868,1048674.81,0,,,,,,,
85253,0.970012678,0.999964228,0.999999935,0.999999995,0.999999774,1,0.999996218,0.999999947,0.999831807,32503.60976,31608.44108,349640.3293,284932.6218,355728.0884,419202.7898,187281.1581,464817.7546,102122.1717,31608.44108,464817.7546,248259.9374,247537.4405,284932.6218,155581.2199,714281.1002,0,,,,,,,
85254,0.975821024,0.999969353,0.999999999,0.999999998,0.99999997,1,0.999999807,0.99999999,0.999780862,495064.3325,302961.9281,1353242.944,692642.6071,444881.4706,399914.9671,838232.4281,631189.4465,181012.6058,181012.6058,1353242.944,593513.5986,593238.081,495064.3325,328661.0665,1579221.281,0,,,,,,,
85255,0.971306806,0.999975596,0.999999998,0.999999996,0.999999946,1,0.99999971,0.999999996,0.999847732,304955.7804,99666.80147,888862.0066,145178.9498,223843.3784,435486.3465,449957.9509,619060.07,57570.29862,57570.29862,888862.0066,358463.2215,358286.8425,304955.7804,255500.603,1124788.651,0,,,,,,,
85256,0.986469649,0.999974716,0.999999998,0.999999994,0.999997206,1,0.999995055,0.999999941,0.99968361,9447.804878,103424.1877,54393.38235,80613.56334,78862.1118,115234.2704,213964.2094,60785.98975,44283.76344,9447.804878,213964.2094,84670.97347,84556.58701,78862.1118,54599.04712,248353.7284,0,,,,,,,
85257,0.981582143,0.999991043,1,0.999999999,0.999999951,1,0.999999911,0.999999997,0.999994007,340384.3231,129601.6804,128190.0122,120708.7857,325643.0355,152016.1766,215595.4987,798853.7712,636465.9939,120708.7857,798853.7712,316335.1227,316384.3642,215595.4987,231339.052,1010401.52,0,,,,,,,
85258,0.977738625,0.999976157,1,0.999999997,0.999999783,1,0.999999203,0.999999996,0.999910986,185301.3404,332440.2794,756039.4949,139235.3552,411753.5275,86598.03429,475581.5959,34981.64058,378664.2518,34981.64058,756039.4949,311488.6659,311177.28,332440.2794,214004.6739,953191.3016,0,,,,,,,
85259,0.970877924,0.999989661,0.999999999,0.999999994,0.999999846,1,0.99999905,0.999999995,0.999999825,387887.1,283653.0774,457590.96,198378.3608,242945.7037,111255.5369,219638.012,32835.63256,90728.76419,32835.63256,457590.96,224461.4743,224990.3497,219638.012,130394.3452,616173.3853,0,,,,,,,
85260,0.978123165,0.999935955,0.999999999,0.999999999,0.999999975,1,0.999999835,0.999999991,0.9999605,227433.3945,1086547.602,1417594.679,273055.8635,152490.2747,395957.292,513808.0548,318936.3754,54629.15617,54629.15617,1417594.679,494029.376,493383.6325,318936.3754,431320.7204,1787345.794,0,,,,,,,
85262,0.979333125,0.999989943,0.999999962,0.999999804,0.999997031,1,0.999974787,0.999999836,0.999854724,1802946.163,112730.4417,131918.7176,194079.0402,92162.70405,328481.3622,192154.0264,97134.35311,17359.55056,17359.55056,1802946.163,326500.4505,329885.151,131918.7176,527259.993,1911665.13,0,,,,,,,
85263,0.994896602,0.999989962,0.999998181,0.999991964,0.999722199,1,0.999595906,0.999999551,0.999999979,421937.7475,134235.4566,168143.3566,48097.55068,90949.69199,9859.209794,37302.87399,9237.226277,9237.226277,9237.226277,421937.7475,103044.7647,103222.26,48097.55068,125021.7209,478287.4228,0,,,,,,,
85264,0.992202706,0.999983359,0.999999764,0.999999822,0.999923456,0.999999993,0.999955649,0.999997925,0.999934478,219220.9158,83750,9184.126984,30334.48674,1914.11936,308422.1748,9184.126984,17569.93737,23643.26218,1914.11936,308422.1748,78014.9577,78135.90559,23643.26218,103928.063,389920.0947,0,,,,,,,
85266,0.97383862,0.999956853,0.999999771,0.999999727,0.999996558,1,0.999995895,0.999999948,0.999938866,21984.58537,261113.1484,247725.7951,229908.9106,216109.1074,71004.41616,60916.62857,143490.3772,69072.74666,21984.58537,261113.1484,147177.875,146813.9684,143490.3772,88013.03243,410853.0657,0,,,,,,,
85268,0.970381697,0.999988148,0.999999999,0.999999998,0.99999969,1,0.9999994,0.999999996,0.999962054,183331.254,525181.2254,159711.3651,59917.01379,407375.8473,133393.3396,421484.2398,352447.5911,352447.5911,59917.01379,525181.2254,288711.7022,288365.4963,352447.5911,149059.2495,735543.2449,0,,,,,,,
85281,0.974048446,0.997826169,0.999999999,1,0.999999908,1,0.999999895,0.999999998,0.999963781,318895.1126,240014.5972,431069.8424,1070187.954,220916.8803,881416.9737,437088.8604,127857.396,500410.8418,127857.396,1070187.954,470253.9881,469762.0509,431069.8424,295868.2986,1357366.947,0,,,,,,,
85282,0.989450083,0.999977823,0.999999998,1,0.999999958,1,0.999999971,0.999999999,0.999995978,362670.1172,641105.7117,449547.8466,569125.606,690105.7426,347945.247,961514.2795,407594.5458,407594.5458,347945.247,961514.2795,537672.0121,537467.0714,449547.8466,189383.169,1105616.578,0,,,,,,,
85283,0.991219956,0.999965035,0.999999996,1,0.99999998,1,0.999999974,0.999999997,0.999938614,305697.9432,375953.2419,1053235.025,332844.757,439898.6431,761390.094,477212.0159,1070001.649,663214.164,305697.9432,1070001.649,609124.0515,608827.5037,477212.0159,279792.9622,1448206.39,0,,,,,,,
85284,0.977126644,0.999948818,0.999999988,0.99999999,0.999999927,1,0.999999835,0.999999953,0.999967712,312962.5901,215931.4518,286210.3466,286210.3466,278570.6489,282175.9557,286210.3466,140345.0648,131648.804,131648.804,312962.5901,246527.9157,246696.1728,282175.9557,63981.82759,438641.6556,54750.68999,,,,,,,
85286,0.980833513,0.999972818,1,0.999999998,0.999999993,1,0.999999938,0.999999975,0.999987587,450202.3916,524091.5084,633821.8732,438140.7105,456915.1464,254767.5736,228562.3961,283179.0606,48790.63341,48790.63341,633821.8732,368545.1068,368719.0326,438140.7105,168640.864,874641.6247,0,,,,,,,
85295,0.982407555,0.999976254,1,0.999999995,0.999999992,1,0.999999892,0.999999998,0.999968195,230868.1405,841856.0771,282216.1108,475691.4332,421866.8502,469160.2493,282216.1108,122538.8248,513309.0842,122538.8248,841856.0771,404752.0116,404413.6534,421866.8502,197829.1321,997901.0496,0,,,,,,,
85296,0.985761022,0.999995966,1,1,0.999999991,1,0.999999964,0.999999996,0.999993731,225463.0943,452468.7822,391689.209,460025.1327,411990.1743,123754.6241,209031.5448,910238.5266,268724.1357,123754.6241,910238.5266,383960.279,383709.4693,391689.209,217306.9226,1035630.237,0,,,,,,,
85297,0.979690801,0.999988079,0.999999999,0.999999999,0.999999929,1,0.999999876,0.99999999,0.999999464,195119.1889,285341.8378,546252.2313,366305.7104,237260.5759,250330.7273,421277.1193,221218.1026,387885.9455,195119.1889,546252.2313,323733.7685,323443.4932,285341.8378,108702.9678,649552.3967,0,,,,,,,
85298,0.982350944,0.999985285,0.999999985,0.999999996,0.999999931,1,0.999999301,0.999999991,0.999975826,219751.4327,702833.2377,229113.7236,252565.2154,277495.1804,47610.27007,264114.3211,138577.9223,520828.8991,47610.27007,702833.2377,294911.6968,294765.578,252565.2154,187397.4074,856957.8004,0,,,,,,,
85301,0.993597182,0.999959989,0.999999991,1,0.999999991,1,0.999999982,0.999999999,0.99997162,341241.2487,443353.0683,89424.24897,572780.2315,442381.1359,899430.9525,89424.24897,464797.7227,2030804.851,89424.24897,2030804.851,597249.1522,597070.8565,443353.0683,557127.3566,2268452.926,0,,,,,,,
85302,0.995231613,0.999991082,1,1,0.999999993,1,0.99999999,0.999999997,0.99997587,239829.1585,1128445.082,597333.2487,90992.02329,665549.1527,562612.0051,597333.2487,296201.188,858105.4919,90992.02329,1128445.082,559768.2135,559600.0665,597333.2487,301477.456,1464032.434,0,,,,,,,
85303,0.987626598,0.999970373,0.999999997,0.999999998,0.999999983,1,0.999999963,0.999999994,0.999946614,73063.05802,170437.9729,129106.5532,938968.8748,372733.1293,474471.7996,419403.7627,580452.2078,151131.0568,73063.05802,938968.8748,368159.6895,367752.0461,372733.1293,261462.2574,1152138.818,0,,,,,,,
85304,0.981282056,0.999963676,0.99999998,0.999999996,0.999999976,1,0.999999795,0.999999997,0.999960143,294682.4323,475887.2445,202136.0236,601780.1409,877441.1648,336844.876,690144.4543,570077.6933,261837.6976,202136.0236,877441.1648,479366.3755,478981.303,475887.2445,212056.4154,1115150.549,0,,,,,,,
85305,0.990553957,0.999971491,0.999999982,0.999999991,0.999999558,1,0.999997898,0.999999995,0.999975461,203227.052,96730.49607,110334.078,92588.32606,65956.77673,130459.8596,216124.6139,668408.5272,63024.85164,63024.85164,668408.5272,182963.1723,182983.8424,110334.078,179158.0502,720457.993,0,,,,,,,
85306,0.979522666,0.999986542,1,0.999999998,0.999999926,1,0.999999899,0.999999984,0.999991765,263862.7311,252435.4234,326374.3836,206053.2065,600005.5518,510455.462,739834.4292,389328.0742,182413.704,182413.704,739834.4292,385918.418,385640.3296,326374.3836,181547.883,930283.9786,0,,,,,,,
85307,0.989496519,0.999952104,0.999999998,0.999999994,0.999999676,1,0.999998761,0.99999977,0.999991912,157827.9499,152298.9583,363352.7767,174498.7806,173758.2308,4753.358682,309770.7946,35457.26255,123046.8577,4753.358682,363352.7767,166094.7398,166084.9967,157827.9499,107956.7163,489955.1454,0,,,,,,,
85308,0.989104266,0.999952098,1,0.999999998,0.999999982,1,0.99999997,0.999999994,0.999985889,455372.5529,664180.0685,1068291.757,1403667.867,906240.3521,326018.5918,438919.4727,1033264.654,954919.0667,326018.5918,1403667.867,806077.8087,805652.7092,906240.3521,336329.8257,1814642.186,0,,,,,,,
85310,0.985231702,0.999974606,0.999999968,1,0.999999927,1,0.999999444,0.999999991,0.999989997,145318.4001,309467.6488,462405.1681,145327.1938,499063.8048,92951.94183,194527.6248,60295.76667,252176.535,60295.76667,499063.8048,240326.1459,240170.4538,194527.6248,147370.9982,682283.4483,0,,,,,,,
85321,0.961008542,0.99999212,0.99999999,0.999999932,0.99999507,0.999999997,0.999987612,0.999999628,0.999993843,796197.0297,63759.95656,94388.34137,32406.45428,49225.49174,304174.9049,23954.85893,91677.51627,139735.0531,23954.85893,796197.0297,174587.3056,177279.9563,91677.51627,232988.0165,876244.0057,0,,,,,,,
85322,0.981857383,0.999973866,0.999999956,0.999985142,0.999688585,0.99999989,0.999860049,0.999929487,0.999989974,127364.8515,4356.379187,10950.38589,1814.726841,16364.12316,3646.778043,10950.38589,2972.762646,28251.98964,1814.726841,127364.8515,22753.35914,22963.59809,10950.38589,37750.72154,136215.7627,0,,,,,,,
85323,0.994301631,0.999966268,1,1,0.999999989,1,0.999999941,0.999999999,0.999996321,255423.7702,591070.8343,318341.6791,95836.59677,719643.0456,670912.865,255423.7702,311128.9413,1124360.586,95836.59677,1124360.586,482603.4037,482460.2321,318341.6791,302666.0546,1390458.396,0,,,,,,,
85324,0.979095329,0.999964844,0.999999845,0.999999307,0.999985469,1,0.999976488,0.999999766,0.99999968,482119.3069,33832.83865,13926.16372,19380.49144,19380.49144,45023.89573,38289.71963,13350.85227,124013.7221,13350.85227,482119.3069,86784.13052,87701.94244,33832.83865,143121.9596,517067.8214,0,,,,,,,
85325,0.934692326,0.99995363,0.999999872,0.999999584,0.998882054,1,0.997216464,0.999995528,0.999987374,181211.5099,20158.34522,49127.02188,62966.46341,4354.967949,4234.279354,25074.97116,11642.64849,25795.55838,4234.279354,181211.5099,41727.31513,42729.52953,25074.97116,52341.30183,199753.435,0,,,,,,,
85326,0.992568373,0.999981817,0.999999999,1,0.999999995,1,0.999999983,0.999999998,0.999994778,993201.1397,1497877.229,381781.8778,1257674.263,355127.9718,1105497.585,381781.8778,621171.3104,1602742.264,355127.9718,1602742.264,910692.0071,910761.7243,993201.1397,464380.0092,2303901.752,0,,,,,,,
85331,0.978204943,0.99998411,1,0.999999998,0.999999911,1,0.999999643,0.999999985,0.999983525,220891.2145,846392.0607,79790.89883,253875.192,504027.5707,273724.14,79790.89883,157536.693,451392.3445,79790.89883,846392.0607,318838.3647,318602.3348,253875.192,232458.5418,1015977.96,0,,,,,,,
85332,0.995739038,0.999992302,0.999998832,0.999999682,0.999739406,1,0.999698767,0.999998287,0.999999738,258063.8614,5823.197492,20228.33563,25037.97468,22815.03316,1526.125534,55626.28337,71804.81928,18882.12435,1526.125534,258063.8614,53215.83231,53311.97276,22815.03316,75437.28731,279623.8347,0,,,,,,,
85333,0.993129842,0.999989334,0.999999758,0.999997122,0.999579355,0.999999999,0.999676386,0.999913786,0.999998865,99024.50495,1960.39604,17422.91951,50651.16279,12936.47913,14096.19289,33668.01619,13702.42215,18041.4174,1960.39604,99024.50495,29003.25148,29055.94567,17422.91951,28074.11207,113278.2819,0,,,,,,,
85334,0.977753071,0.999988815,0.999988217,0.999998853,0.999500964,0.999999883,0.999906493,0.99998831,0.999998528,140701.4851,20028.93401,47463.35541,16642.25352,4028.639618,4028.639618,47463.35541,51123.34802,24893.66202,4028.639618,140701.4851,39348.41996,39597.07475,24893.66202,39630.18907,158487.642,0,,,,,,,
85335,0.990803076,0.999985582,1,1,0.999999986,1,0.999999992,0.999999998,0.999995795,78949.87265,472297.1518,556899.4406,283152.6882,830432.9685,974524.9691,240448.0984,542759.2527,315351.3947,78949.87265,974524.9691,477609.2258,477201.7596,472297.1518,271064.4996,1290395.258,0,,,,,,,
85336,0.987669978,0.999952158,0.999883057,0.999999942,0.99904548,0.999999958,0.999432072,0.998862016,0.999979477,83687.37624,28059.90566,10932.84936,21835.32294,117739.8721,11580.16148,23980.89172,2320.493066,41451.20192,2320.493066,117739.8721,37888.78707,37954.2305,23980.89172,36083.20457,146203.8442,0,,,,,,,
85337,0.997735437,0.999983986,0.99999999,0.999999886,0.99998486,1,0.999983019,0.999994458,0.999990691,4093.759799,33503.68889,12178.17164,16301.03149,63348.16013,42305.4672,113953.9648,5713.347921,50203.23131,4093.759799,113953.9648,37963.99875,37955.64701,33503.68889,33214.55852,137599.3226,0,,,,,,,
85338,0.995821127,0.999949475,1,1,0.999999993,1,0.999999983,0.999999997,0.99997185,287865.1599,299737.4855,1202690.793,512902.8806,480210.8137,540127.9016,480210.8137,770399.1448,1029977.656,287865.1599,1202690.793,622836.3686,622680.2943,512902.8806,298138.3896,1517095.463,0,,,,,,,
85339,0.99144698,0.999976364,1,0.999999998,0.999999986,1,0.999999898,0.999999994,0.999951804,272452.0216,299747.4962,432759.8127,485440.5678,527416.4941,403730.9306,432759.8127,987451.8904,537967.3312,272452.0216,987451.8904,486840.2204,486636.2619,432759.8127,196806.8897,1077056.931,0,,,,,,,
85340,0.986840992,0.999974066,0.999999999,0.999999999,0.999999973,1,0.999999948,0.999999998,0.999981875,349289.946,583188.4807,42669.0397,255623.8927,456513.9233,268707.6583,43559.59665,351716.7957,1305642.041,42669.0397,1305642.041,406404.6758,406323.486,349289.946,358127.7804,1480706.827,0,,,,,,,
85342,0.987941293,0.99999284,0.999999984,0.999998745,0.999899265,1,0.999905733,0.999998435,0.999953364,214052.9703,9976.689977,22902.11538,8670.257611,18924.09727,58278.29021,5144.230769,8670.257611,14716.96177,5144.230769,214052.9703,39915.87477,40148.4301,14716.96177,63318.88146,230105.0745,0,,,,,,,
85344,0.975884423,0.999988363,0.999999999,1,0.999999699,1,0.999999665,0.999999989,0.999998443,79535.63174,82529.15291,217098.3933,187703.4259,325302.3432,241694.5005,218768.5244,417262.8241,304757.8302,79535.63174,417262.8241,230922.7778,230516.9585,218768.5244,103463.2333,540906.6583,0,,,,,,,
85345,0.989757959,0.999992817,1,1,0.999999987,1,0.999999986,0.999999999,0.999980909,962472.5095,343450.3507,896445.8025,1451534.436,479024.6426,1302576.637,714755.8578,965042.0644,754686.0961,343450.3507,1451534.436,874343.5423,874443.1552,896445.8025,335149.223,1879890.824,0,,,,,,,
85347,0.98186753,0.99996273,0.999999805,0.99999749,0.999876686,0.999999996,0.999726021,0.999339528,0.99888978,156372.0297,1517.799353,8347.05228,26357.02479,56817.18062,3758.012821,7182.235835,27516.74419,13013.77626,1517.799353,156372.0297,33186.6394,33431.31732,13013.77626,46404.54168,172644.9424,0,,,,,,,
85349,0.977780849,0.999743833,1,0.999999998,0.999999974,1,0.999999955,0.999999925,0.999961286,181303.9962,613405.7375,305102.8486,663056.7177,339884.471,93950.10235,487216.0356,517934.3953,49068.6114,49068.6114,663056.7177,361653.0792,361213.6573,339884.471,210814.0961,993655.9457,0,,,,,,,
85350,0.982658533,0.999984795,0.999999999,0.999999999,0.99999994,1,0.999999849,0.999999966,0.999998031,120359.0804,413728.3194,383519.0785,638835.5103,286972.0342,535730.2687,213193.6466,41716.50938,82900.31315,41716.50938,638835.5103,302234.1667,301883.8623,286972.0342,195526.2005,888462.4637,0,,,,,,,
85351,0.949527403,0.999887435,0.999999999,1,0.999999114,1,0.999992275,0.999999976,0.99997503,174547.1377,58910.43914,256273.3691,397616.6445,71183.52408,672601.767,56316.44885,448588.3218,886311.6049,56316.44885,886311.6049,336728.3235,335816.5841,256273.3691,276921.307,1166580.505,0,,,,,,,
85353,0.995210484,0.999973562,1,1,0.999999984,1,0.999999984,0.999999996,0.999992657,238335.0278,376992.7018,892354.5257,484987.6892,275965.7069,738750,892354.5257,986061.9426,519518.0723,238335.0278,986061.9426,600784.7403,600591.1324,519518.0723,267596.666,1403381.131,0,,,,,,,
85354,0.989513407,0.99999563,0.999999995,0.999999997,0.999999352,1,0.999995031,0.999999891,0.999999464,12306.73171,249922.4549,51367.53927,102725.9627,28127.84302,25090.60865,44001.96741,257565.0412,57824.29022,12306.73171,257565.0412,92196.64494,92103.60435,51367.53927,89750.61594,361355.4522,0,,,,,,,
85355,0.98763181,0.999996949,0.999999995,0.999999994,0.999999696,1,0.999997335,0.999999955,0.999990965,19965.07317,65830.0131,182280.8347,375616.9117,134591.2256,67446.33804,39044.53327,142255.798,135952.7074,19965.07317,375616.9117,129370.773,129220.3817,134591.2256,100925.4573,431996.7534,0,,,,,,,
85356,0.985010759,0.999987858,0.999999972,0.999999963,0.999995009,1,0.999987796,0.999999952,0.999985064,8775.219512,183654.7533,49248.36585,196881.2395,74437.17617,196881.2395,166219.527,48072.20653,39644.09594,8775.219512,196881.2395,107254.3865,107090.4248,74437.17617,72719.47875,325248.8611,0,,,,,,,
85361,0.983248121,0.999983442,1,0.999999996,0.99999763,1,0.999997474,0.999999841,0.999990182,10144.97561,135954.2224,116416.198,109129.1903,30696.06801,189046.3534,49460.61644,33985.67933,123837.1733,10144.97561,189046.3534,88887.63199,88741.16409,109129.1903,56559.93027,258420.9549,0,,,,,,,
85362,0.958580879,0.999937586,0.999976424,0.999989386,0.998045198,0.999999718,0.997016596,0.999979421,0.999999975,111527.599,2603.11284,12456.73604,37919.02834,28687.82161,12406.56205,8263.451777,12406.56205,11333.57886,2603.11284,111527.599,26012.46132,26400.49473,12406.56205,31785.56755,121757.1974,0,,,,,,,
85363,0.98147114,0.999927124,0.999999981,0.999999997,0.999998468,1,0.999998622,0.999999972,0.999995458,11634.14634,189179.9226,106219.591,125975.9249,164206.9366,75327.58976,90728.29194,243488.6413,417344.0358,11634.14634,417344.0358,158535.9642,158233.8978,125975.9249,111588.422,492999.1638,0,,,,,,,
85364,0.989172377,0.999987586,0.999999997,0.999999999,0.999999991,1,0.999999969,0.999999999,0.999987286,378334.6848,1075164.5,98393.68945,243397.5685,243397.5685,320793.3407,98393.68945,191334.1835,930807.8686,98393.68945,1075164.5,397801.4109,397779.6771,243397.5685,336456.3051,1407148.592,0,,,,,,,
85365,0.988101333,0.999963457,1,0.999999998,0.99999998,1,0.999999938,0.999999996,0.999990445,296243.1806,383598.9825,114105.791,1005272.73,1005272.73,743276.8436,879771.613,1005272.73,736219.0669,114105.791,1005272.73,685964.5979,685448.1851,743276.8436,319647.7673,1644391.487,0,,,,,,,
85367,0.977493627,0.999987067,0.999999997,0.999999997,0.999999303,1,0.99999417,0.999999991,0.999988356,158648.563,194760.2124,460796.2663,90745.79609,51850.12335,120492.5906,372680.3653,186085.5739,203717.3454,51850.12335,460796.2663,204534.3133,204419.6485,186085.5739,124636.5932,578329.428,0,,,,,,,
85373,0.977271498,0.999989383,1,0.999999999,0.999997203,1,0.999997713,0.999999974,0.999984325,141257.4559,121862.4359,217522.0609,465227.4333,46166.29595,51407.21796,46166.29595,469965.9333,271823.4637,46166.29595,469965.9333,203646.3547,203488.7325,141257.4559,159006.9478,680509.576,0,,,,,,,
85374,0.991018467,0.999990256,1,0.999999998,0.999999867,1,0.999999606,0.999999999,0.999996602,280648.5689,949346.6498,230073.5656,206135.4819,1264019.634,852800.1799,149309.854,993518.9489,853000.5645,149309.854,1264019.634,642455.4927,642094.8274,852800.1799,398172.706,1836612.946,0,,,,,,,
85375,0.936328619,0.998127174,1,0.999999998,0.999998765,1,0.999990206,0.999999975,0.999957028,302952.7084,356420.1291,235696.6279,703427.0421,69402.39414,567159.5659,766476.2227,488208.8323,188530.901,69402.39414,766476.2227,409462.422,408697.1582,356420.1291,224534.6007,1082300.96,0,,,,,,,
85379,0.993290581,0.999998099,1,0.999999999,0.999999994,1,0.999999985,0.999999994,0.999970221,280194.8854,365033.8041,489481.4127,758718.7082,227787.6337,690000,545562.1668,474359.6239,932680.7187,227787.6337,932680.7187,529497.771,529313.2171,489481.4127,217559.2659,1181991.015,0,,,,,,,
85381,0.985949283,0.999984352,1,0.999999999,0.999999938,1,0.999999925,0.99999999,0.999998906,148122.1012,340950.9193,396716.4574,423159.4963,174432.9878,461470.6708,396716.4574,504928.5381,317254.2273,148122.1012,504928.5381,351846.0597,351527.984,396716.4574,114918.981,696284.9269,6771.040971,,,,,,,
85382,0.983649646,0.999984213,1,0.999999998,0.999999983,1,0.999999952,0.999999998,0.999981349,215491.0758,543411.4019,733845.2584,557777.4445,576504.5355,301318.5254,520004.5576,622507.7202,167249.8138,167249.8138,733845.2584,471366.5019,470901.1481,543411.4019,183995.5645,1022887.842,0,,,,,,,
85383,0.981393073,0.999993302,0.999999997,0.999999999,0.999999991,1,0.999999936,1,0.999993051,496625.7778,1134863.584,1705314.224,472290.9572,252130.9968,134270.8266,407021.536,633180.2339,248266.7171,134270.8266,1705314.224,609562.8077,609329.4282,472290.9572,475392.8781,2035508.063,0,,,,,,,
85387,0.988202106,0.999992248,0.999999999,0.999999993,0.999993296,1,0.99999465,0.999999983,0.999996116,182286.5689,97260.09338,332624.0988,220049.2948,92282.00852,31404.9565,332624.0988,23461.47325,199097.8147,23461.47325,332624.0988,167880.055,167898.9342,182286.5689,109731.6653,497093.9301,0,,,,,,,
85388,0.987329701,0.999975283,0.999999998,0.999999998,0.999999963,1,0.99999987,0.999999997,0.999998674,306280.2024,100880.8781,524907.3834,625464.3073,316390.3599,165506.1461,524907.3834,316767.0117,303561.2215,100880.8781,625464.3073,353919.4218,353851.6549,316390.3599,163072.1014,843067.959,0,,,,,,,
85390,0.958008991,0.999835719,0.999999953,0.999999956,0.99999758,1,0.999995192,0.999999974,0.999997476,15671.41463,101810.7817,86092.25203,160110.7093,204522.1974,197421.5317,274110.0247,246484.5843,126677.1368,15671.41463,274110.0247,157652.3483,156988.9592,160110.7093,77882.5235,390636.5297,0,,,,,,,
85392,0.990232946,0.999980468,1,0.999999999,0.999999988,1,0.999999902,0.999999998,0.999950962,86546.50284,517742.0231,615482.0459,609867.3836,327595.5791,327595.5791,255428.0952,568149.8426,45107.6555,45107.6555,615482.0459,372925.0044,372612.7452,327595.5791,205872.4891,990230.2125,0,,,,,,,
85395,0.98129399,0.999994422,0.999999997,0.999999995,0.999999932,1,0.999999838,0.999999997,0.999961172,168268.7952,78577.33453,289242.055,315522.6837,135012.6812,407744.6805,167305.2402,190776.2318,190776.2318,78577.33453,407744.6805,216013.4227,215913.9927,190776.2318,96264.09185,504706.2682,0,,,,,,,
85396,0.981886716,0.999969357,0.999999979,0.999999992,0.999999767,1,0.99999881,0.999999996,0.999990151,298940.5464,67159.29241,459147.2549,466680.7185,118132.473,159198.8026,171325.8969,281392.2315,344578.3719,67159.29241,466680.7185,262878.6354,262950.6209,281392.2315,136122.3304,671317.6121,0,,,,,,,
85501,0.955380348,0.999555683,0.999999999,1,0.999999768,1,0.99999973,0.99999998,0.999999485,213057.6325,556635.8065,87421.79346,178230.1817,123014.2734,180010.6667,110628.6774,225468.5643,243859.4539,87421.79346,556635.8065,213130.8583,213147.45,180010.6667,131587.5657,607910.1472,0,,,,,,,
85530,0.981606823,0.999951324,0.999999975,0.999999941,0.999961695,0.999999978,0.999940772,0.999999048,0.994788747,323746.7822,28049.08408,13176.99628,84470.51225,32398.15175,29819.57774,32622.52964,8167.499192,9591.320498,8167.499192,323746.7822,61944.94268,62449.16151,29819.57774,94850.95276,347002.0198,0,,,,,,,
85533,0.987993155,0.999979417,0.999999994,0.999999825,0.99999494,1,0.999995842,0.999998472,0.999997269,523629.5792,259359.0144,59334.3927,25284.30296,36219.09033,137356.9517,52763.83399,47945.27178,124124.8609,25284.30296,523629.5792,140156.849,140668.5887,59334.3927,152094.4667,596951.9888,0,,,,,,,
85534,0.991690483,0.999996756,0.999999938,0.999999914,0.999991992,1,0.999992626,0.999996591,0.999999939,460280.5693,39192.69103,60183.66957,13056.74791,46332.57056,120739.4281,65303.65217,58584.2437,7141.748577,7141.748577,460280.5693,96421.4208,96757.25788,58584.2437,132246.202,493495.8638,0,,,,,,,
85536,0.985225149,0.999988413,0.999887209,0.999967842,0.998987246,0.999999976,0.998018181,0.999991363,0.999998415,96190.4703,24742.71012,9187.898089,12566.24319,27075.31546,5841.945137,54193.37017,24742.71012,9775,5841.945137,96190.4703,29253.59808,29368.40695,24742.71012,27399.2721,111566.2233,0,,,,,,,
85539,0.983097269,0.999977914,0.999999999,0.999999997,0.999998728,1,0.999997728,0.99999911,0.999969902,8971.902439,52657.67113,97148.83025,14646.37437,201294.0269,58408.92297,37541.86179,54420.93664,149477.8866,8971.902439,201294.0269,75075.99464,74952.0459,54420.93664,60176.60127,255481.8497,0,,,,,,,
85540,0.994621168,0.999977848,0.99999994,1,0.999981991,1,0.999974587,0.999998305,0.999993739,569307.5495,30930.42404,50871.11399,50064.41582,67641.86296,19472.5588,23171.70046,39042.17497,24030.13808,19472.5588,569307.5495,96888.36594,97170.2154,39042.17497,167589.7454,599939.4517,0,,,,,,,
